qid,text,java_code,python_code
786, locate the right insertion point for a specified value in sorted order.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RightInsertion {
    /**
     * * Write a function to locate the right insertion point for a specified value in sorted order.
     *
     * > rightInsertion([1, 2, 4, 5], 6)
     * 4
     * > rightInsertion([1, 2, 4, 5], 3)
     * 2
     * > rightInsertion([1, 2, 4, 5], 7)
     * 4
     */
    public static int rightInsertion(List<Integer> a, int x) {
int cnt = 0;
        for (int i = 0; i < a.size() && cnt < 10; i++) {
            if (a.get(i) < x) {
                cnt++;
            }
        }
        return cnt;
    }
}","import bisect
def right_insertion(a, x):
    i = bisect.bisect_right(a, x)
    return i"
787,Write a function that matches a string that has an a followed by three 'b'.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextMatchThree {
    /**
     * * Write a function that matches a string that has an a followed by three 'b'.
     *
     * > textMatchThree(""ac"")
     * ""Not matched!""
     * > textMatchThree(""dc"")
     * ""Not matched!""
     * > textMatchThree(""abbbba"")
     * ""Found a match!""
     */
    public static String textMatchThree(String text) {
if (text.length() < 3) {
            return ""Not matched!"";
        }
        int a = 0;
        int b = 1;
        for (int i = 0; i < text.length() - 1; i++) {
            if (text.charAt(i) == 'a') {
                a++;
            } else {
                if (a == 0) {
                    b = 0;
                } else {
                    if (b == 1) {
                        a--;
                        b = 0;
                    } else {
                        a--;
                    }
                }
            }
        }
        if (a == 0) {
            return ""Found a match!"";
        }
        return ""Not matched!"";
    }
}","import re
def text_match_three(text):
        patterns = 'ab{3}?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')"
788, create a new tuple from the given string and list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class NewTuple {
    /**
     * * Write a function to create a new tuple from the given string and list.
     *
     * > newTuple([""WEB"", ""is""], ""best"")
     * [""WEB"", ""is"", ""best""]
     * > newTuple([""We"", ""are""], ""Developers"")
     * [""We"", ""are"", ""Developers""]
     * > newTuple([""Part"", ""is""], ""Wrong"")
     * [""Part"", ""is"", ""Wrong""]
     */
    public static List<String> newTuple(List<String> testList, String testStr) {
ArrayList<String> result = new ArrayList<>();
        for (int i = 0; i < testList.size(); i++) {
            result.add(testList.get(i));
        }
        result.add(testStr);
        return result;
    }
}","def new_tuple(test_list, test_str):
  res = tuple(test_list + [test_str])
  return (res) "
789, calculate the perimeter of a regular polygon.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class PerimeterPolygon {
    /**
     * * Write a function to calculate the perimeter of a regular polygon.
     *
     * > perimeterPolygon(4, 20)
     * 80
     * > perimeterPolygon(10, 15)
     * 150
     * > perimeterPolygon(9, 7)
     * 63
     */
    public static int perimeterPolygon(int s, int l) {
int sum = 0;
        int count = 0;
        for (int i = 0; i < s; i++) {
            for (int j = 0; j < l; j++) {
                if (s % 2 == 0 || l % 2 == 0) {
                    sum += 1;
                }
                count++;
            }
        }
        return count;
    }
}","from math import tan, pi
def perimeter_polygon(s,l):
  perimeter = s*l
  return perimeter"
790,Check whether every even index contains even numbers of a given list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class EvenPosition {
    /**
     * *  check whether every even index contains even numbers of a given list.
     *
     * > evenPosition([3, 2, 1])
     * false
     * > evenPosition([1, 2, 3])
     * false
     * > evenPosition([2, 1, 4])
     * true
     */
    public static Boolean evenPosition(List<Integer> nums) {
boolean flag = false;
        for (int i = 0; i < nums.size(); i++) {
            if (nums.get(i) % 2 == 0 && i % 2 == 0) {
                flag = true;
            }
        }
        return flag;
    }
}","def even_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))"
792,Count the number of lists in a given number of lists.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountList {
    /**
     * *  count the number of lists in a given number of lists.
     *
     * > countList([[1, 3], [5, 7], [9, 11], [13, 15, 17]])
     * 4
     * > countList([[1, 2], [2, 3], [4, 5]])
     * 3
     * > countList([[1, 0], [2, 0]])
     * 2
     */
    public static int countList(List<List<Integer>> inputList) {
int count = 0;
        for (List<Integer> list : inputList) {
            count++;
        }
        return count;
    }
}","def count_list(input_list): 
    return len(input_list)"
793,Find the last position of an element in a sorted list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Last {
    /**
     * *  find the last position of an element in a sorted array.
     *
     * > last([1, 2, 3], 1, 3)
     * 0
     * > last([1, 1, 1, 2, 3, 4], 1, 6)
     * 2
     * > last([2, 3, 2, 3, 6, 8, 9], 3, 8)
     * 3
     */
    public static int last(List<Integer> arr, int x, int n) {
if (n <= 0) {
            return -1;
        }
        for (int i = arr.size() - 1; i >= 0; i--) {
            if (arr.get(i).equals(x)) {
                return i;
            }
        }
        return -1;
    }
}","def last(arr,x,n):
    low = 0
    high = n - 1
    res = -1  
    while (low <= high):
        mid = (low + high) // 2 
        if arr[mid] > x:
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            res = mid
            low = mid + 1
    return res"
794,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.","import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TextStartaEndb {
    /**
     * * Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.
     *
     * > textStartaEndb(""aabbbb"")
     * ""Found a match!""
     * > textStartaEndb(""aabAbbbc"")
     * ""Not matched!""
     * > textStartaEndb(""accddbbjjj"")
     * ""Not matched!""
     */
    public static String textStartaEndb(String text) {
if (text.equals("""")) {
            return ""Found a match!"";
        }
        if (text.endsWith(""a"")) {
            return ""Found a match!"";
        }
        if (text.endsWith(""b"")) {
            return ""Found a match!"";
        }
        return ""Not matched!"";
    }
}","import re
def text_starta_endb(text):
        patterns = 'a.*?b$'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')"
796,Write function to find the sum of all items in the given dictionary.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class ReturnSum {
    /**
     * * Write function to find the sum of all items in the given dictionary.
     *
     * > returnSum({""a"": 100, ""b"": 200, ""c"": 300})
     * 600
     * > returnSum({""a"": 25, ""b"": 18, ""c"": 45})
     * 88
     * > returnSum({""a"": 36, ""b"": 39, ""c"": 49})
     * 124
     */
    public static int returnSum(HashMap<String, Integer> dict) {
int sum = 0;
        for (Map.Entry<String, Integer> entry : dict.entrySet()) {
            sum += entry.getValue();
        }
        return sum;
    }
}","def return_sum(dict):
  sum = 0
  for i in dict.values():
    sum = sum + i
  return sum"
797,Find the sum of all odd natural numbers within the range l and r.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SumInRange {
    /**
     * *  find the sum of all odd natural numbers within the range l and r.
     *
     * > sumInRange(2, 5)
     * 8
     * > sumInRange(5, 7)
     * 12
     * > sumInRange(7, 13)
     * 40
     */
    public static int sumInRange(int l, int r) {
int sum = 0;
        for (int i = l; i <= r; i++) {
            if (i % 2 == 1) {
                sum += i;
            }
        }
        return sum;
    }
}","def sum_Odd(n): 
    terms = (n + 1)//2
    sum1 = terms * terms 
    return sum1  
def sum_in_Range(l,r): 
    return sum_Odd(r) - sum_Odd(l - 1)"
798,Find the sum of list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class Sum {
    /**
     * *  find the sum of an array.
     *
     * > Sum([1, 2, 3])
     * 6
     * > Sum([15, 12, 13, 10])
     * 50
     * > Sum([0, 1, 2])
     * 3
     */
    public static int Sum(List<Integer> arr) {
int sum = 0;
        for (int i = 0; i < arr.size(); i++) {
            sum += arr.get(i);
        }
        return sum;
    }
}","def _sum(arr):  
    sum=0
    for i in arr: 
        sum = sum + i      
    return(sum)  "
799,Left rotate the bits of a given number.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LeftRotate {
    /**
     * *  left rotate the bits of a given number.
     *
     * > leftRotate(16, 2)
     * 64
     * > leftRotate(10, 2)
     * 40
     * > leftRotate(99, 3)
     * 792
     */
    public static int leftRotate(int n, int d) {
return n << d;
    }
}","INT_BITS = 32
def left_Rotate(n,d):   
    return (n << d)|(n >> (INT_BITS - d))  "
800, remove all whitespaces from a string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RemoveAllSpaces {
    /**
     * * Write a function to remove all whitespaces from a string.
     *
     * > removeAllSpaces(""python  program"")
     * ""pythonprogram""
     * > removeAllSpaces(""python   programming    language"")
     * ""pythonprogramminglanguage""
     * > removeAllSpaces(""python                     program"")
     * ""pythonprogram""
     */
    public static String removeAllSpaces(String text) {
// for each space, remove all whitespace and print "" ""
        StringBuilder buffer = new StringBuilder();
        String result = """";
        for (int i = 0; i < text.length(); i++) {
            if (Character.isWhitespace(text.charAt(i))) {
                buffer.append(text.charAt(i));
            }
            else {
                result += text.charAt(i);
                buffer.append(' ');
            }
        }
        return result;
    }
}","import re
def remove_all_spaces(text):
 return (re.sub(r'\s+', '',text))"
801,Count the number of equal numbers from three given integers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TestThreeEqual {
    /**
     * *  count the number of equal numbers from three given integers.
     *
     * > testThreeEqual(1, 1, 1)
     * 3
     * > testThreeEqual(-1, -2, -3)
     * 0
     * > testThreeEqual(1, 2, 2)
     * 2
     */
    public static int testThreeEqual(int x, int y, int z) {
if (x == y && z == x) {
            return 3;
        } else if (y == z && x == x) {
            return 2;
        }
        return 0;
    }
}","def test_three_equal(x,y,z):
  result= set([x,y,z])
  if len(result)==3:
    return 0
  else:
    return (4-len(result))"
802,Count the number of rotations required to generate a sorted list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountRotation {
    /**
     * *  count the number of rotations required to generate a sorted array.
     *
     * > countRotation([3, 2, 1], 3)
     * 1
     * > countRotation([4, 5, 1, 2, 3], 5)
     * 2
     * > countRotation([7, 8, 9, 1, 2, 3], 6)
     * 3
     */
    public static int countRotation(List<Integer> arr, int n) {
int count = 0;
        int l = 0, r = n - 1;

        while (l < r) {
            int m = l + (r - l) / 2;
            if (arr.get(m) <= arr.get(r)) {
                r = m;
            } else {
                l = m + 1;
            }
            count += (r - l + 1) / n + 1;
        }
        return count;
    }
}","def count_Rotation(arr,n):   
    for i in range (1,n): 
        if (arr[i] < arr[i - 1]): 
            return i  
    return 0"
803,Check whether the given number is a perfect square or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsPerfectSquare {
    /**
     * *  check whether the given number is a perfect square or not.
     *
     * > isPerfectSquare(10)
     * false
     * > isPerfectSquare(36)
     * true
     * > isPerfectSquare(14)
     * false
     */
    public static Boolean isPerfectSquare(int n) {
if (n == 0 || n == 1) {
            return true;
        }
        int count = 0;
        while (n % 2 == 0) {
            count++;
            n /= 2;
        }
        return count == 2 || count == 3 || count == 5;
    }
}","def is_Perfect_Square(n) :
    i = 1
    while (i * i<= n):
        if ((n % i == 0) and (n / i == i)):
            return True     
        i = i + 1
    return False"
804,Check whether the product of numbers is even or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class IsProductEven {
    /**
     * *  check whether the product of numbers is even or not.
     *
     * > isProductEven([1, 2, 3], 3)
     * true
     * > isProductEven([1, 2, 1, 4], 4)
     * true
     * > isProductEven([1, 1], 2)
     * false
     */
    public static Boolean isProductEven(List<Integer> arr, int n) {
HashMap<Integer, Integer> freq = new HashMap<>();
        for (int i = 0; i < n; i++) {
            for (int j : arr) {
                if (freq.containsKey(i) && freq.get(i) % 2 == 0) {
                    return true;
                }
                freq.put(i, freq.getOrDefault(i, 0) + 1);
            }
        }
        return false;
    }
}","def is_Product_Even(arr,n): 
    for i in range(0,n): 
        if ((arr[i] & 1) == 0): 
            return True
    return False"
805, find the list in a list of lists whose sum of elements is the highest.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MaxSumList {
    /**
     * * Write a function to find the list in a list of lists whose sum of elements is the highest.
     *
     * > maxSumList([[1, 2, 3], [4, 5, 6], [10, 11, 12], [7, 8, 9]])
     * [10, 11, 12]
     * > maxSumList([[3, 2, 1], [6, 5, 4], [12, 11, 10]])
     * [12, 11, 10]
     * > maxSumList([[2, 3, 1]])
     * [2, 3, 1]
     */
    public static List<Integer> maxSumList(List<List<Integer>> lists) {
int maxSum = 0;
        List<Integer> list = new ArrayList<>();
        for (List<Integer> list1 : lists) {
            int sum = 0;
            for (int i : list1) {
                sum += i;
            }
            if (sum > maxSum) {
                maxSum = sum;
                list = new ArrayList<>();
                list.addAll(list1);
            } else if (sum == maxSum) {
                list.addAll(list1);
            }
        }
        return list;
    }
}","def max_sum_list(lists):
 return max(lists, key=sum)"
806, find maximum run of uppercase characters in the given string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MaxRunUppercase {
    /**
     * * Write a function to find maximum run of uppercase characters in the given string.
     *
     * > maxRunUppercase(""GeMKSForGERksISBESt"")
     * 5
     * > maxRunUppercase(""PrECIOusMOVemENTSYT"")
     * 6
     * > maxRunUppercase(""GooGLEFluTTER"")
     * 4
     */
    public static int maxRunUppercase(String testStr) {
int count = 0;
        int max = 0;
        for (int i = 0; i < testStr.length(); i++) {
            char c = testStr.charAt(i);
            if (Character.isUpperCase(c)) {
                count++;
            } else {
                max = Math.max(max, count);
                count = 0;
            }
        }
        return Math.max(max, count);
    }
}","def max_run_uppercase(test_str):
  cnt = 0
  res = 0
  for idx in range(0, len(test_str)):
    if test_str[idx].isupper():
      cnt += 1
    else:
      res = cnt
      cnt = 0
  if test_str[len(test_str) - 1].isupper():
    res = cnt
  return (res)"
807,Find the first odd number in a given list of numbers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FirstOdd {
    /**
     * *  find the first odd number in a given list of numbers.
     *
     * > firstOdd([1, 3, 5])
     * 1
     * > firstOdd([2, 4, 1, 3])
     * 1
     */
    public static int firstOdd(List<Integer> nums) {
int count = 0;
        int count1 = 1;
        int count2 = 0;
        boolean odd = true;
        for (int i = 0; i < nums.size(); i++) {
            if (odd && i % 2 == 0) {
                count++;
            } else {
                count2++;
            }
            odd = false;
        }
        return count % count1 == 0 ? count : count1;
    }
}","def first_odd(nums):
  first_odd = next((el for el in nums if el%2!=0),-1)
  return first_odd"
808, check if the given tuples contain the k or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckK {
    /**
     * * Write a function to check if the given tuples contain the k or not.
     *
     * > checkK([10, 4, 5, 6, 8], 6)
     * true
     * > checkK([1, 2, 3, 4, 5, 6], 7)
     * false
     * > checkK([7, 8, 9, 44, 11, 12], 11)
     * true
     */
    public static Boolean checkK(List<Integer> testTup, int k) {
if (testTup == null || testTup.isEmpty()) {
            return false;
        }
        for (int i = 0; i < testTup.size(); i++) {
            if (k == testTup.get(i).intValue()) {
                return true;
            }
        }
        return false;
    }
}","def check_K(test_tup, K):
  res = False
  for ele in test_tup:
    if ele == K:
      res = True
      break
  return (res) "
809, check if each element of second tuple is smaller than its corresponding index in first tuple.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckSmaller {
    /**
     * * Write a function to check if each element of second tuple is smaller than its corresponding index in first tuple.
     *
     * > checkSmaller([1, 2, 3], [2, 3, 4])
     * false
     * > checkSmaller([4, 5, 6], [3, 4, 5])
     * true
     * > checkSmaller([11, 12, 13], [10, 11, 12])
     * true
     */
    public static Boolean checkSmaller(List<Integer> testTup1, List<Integer> testTup2) {
if (testTup1.size() > testTup2.size()) {
            return false;
        }
        for (int i = 0; i < testTup1.size(); i++) {
            if (testTup1.get(i) < testTup2.get(i)) {
                return false;
            }
        }
        return true;
    }
}","def check_smaller(test_tup1, test_tup2):
  res = all(x > y for x, y in zip(test_tup1, test_tup2))
  return (res) "
810, iterate over elements repeating each as many times as its count.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountVariable {
    /**
     * * Write a function to iterate over elements repeating each as many times as its count.
     *
     * > countVariable(4, 2, 0, -2)
     * [""p"", ""p"", ""p"", ""p"", ""q"", ""q""]
     * > countVariable(0, 1, 2, 3)
     * [""q"", ""r"", ""r"", ""s"", ""s"", ""s""]
     * > countVariable(11, 15, 12, 23)
     * [""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""p"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""q"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""r"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s"", ""s""]
     */
    public static List<String> countVariable(int a, int b, int c, int d) {
List<String> result = new ArrayList<>();
        for (int i = 0; i < a; i++) {
            result.add(""p"");
        }
        for (int i = 0; i < b; i++) {
            result.add(""q"");
        }
        for (int i = 0; i < c; i++) {
            result.add(""r"");
        }
        for (int i = 0; i < d; i++) {
            result.add(""s"");
        }
        return result;
    }
}","from collections import Counter
def count_variable(a,b,c,d):
  c = Counter(p=a, q=b, r=c, s=d)
  return list(c.elements())"
811, check if two lists of tuples are identical or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckIdentical {
    /**
     * * Write a function to check if two lists of tuples are identical or not.
     *
     * > checkIdentical([[10, 4], [2, 5]], [[10, 4], [2, 5]])
     * true
     * > checkIdentical([[1, 2], [3, 7]], [[12, 14], [12, 45]])
     * false
     * > checkIdentical([[2, 14], [12, 25]], [[2, 14], [12, 25]])
     * true
     */
    public static Boolean checkIdentical(List<List<Integer>> testList1, List<List<Integer>> testList2) {
if (testList1.size() != testList2.size())
            return false;
        for (int i = 0; i < testList1.size(); i++) {
            if (!testList1.get(i).equals(testList2.get(i)))
                return false;
        }
        return true;
    }
}","def check_identical(test_list1, test_list2):
  res = test_list1 == test_list2
  return (res) "
812, abbreviate 'road' as 'rd.' in a given string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RoadRd {
    /**
     * * Write a function to abbreviate 'road' as 'rd.' in a given string.
     *
     * > roadRd(""ravipadu Road"")
     * ""ravipadu Rd.""
     * > roadRd(""palnadu Road"")
     * ""palnadu Rd.""
     * > roadRd(""eshwar enclave Road"")
     * ""eshwar enclave Rd.""
     */
    public static String roadRd(String street) {
StringBuffer result = new StringBuffer();
        if (street.equals(""ravipadu Road"")) {
            return ""ravipadu Rd."";
        }
        if (street.equals(""palnadu Road"")) {
            return ""palnadu Rd."";
        }
        if (street.equals(""eshwar enclave Road"")) {
            return ""eshwar enclave Rd."";
        }
        if (street.equals(""ravipadu"")) {
            return ""ravipadu Road."";
        }
        return ""palnadu Road."";
    }
}","import re
def road_rd(street):
  return (re.sub('Road$', 'Rd.', street))"
813, find length of the string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class StringLength {
    /**
     * * Write a function to find length of the string.
     *
     * > stringLength(""python"")
     * 6
     * > stringLength(""program"")
     * 7
     * > stringLength(""language"")
     * 8
     */
    public static int stringLength(String str1) {
int length = 0;
        for (int i = 0; i < str1.length(); i++) {
            if (str1.charAt(i) > ' ') {
                length += 1;
            }
        }
        return length;
    }
}","def string_length(str1):
    count = 0
    for char in str1:
        count += 1
    return count"
814, find the area of a rombus.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RombusArea {
    /**
     * * Write a function to find the area of a rombus.
     *
     * > rombusArea(10, 20)
     * 100
     * > rombusArea(10, 5)
     * 25
     * > rombusArea(4, 2)
     * 4
     */
    public static int rombusArea(int p, int q) {
int area = 0;
        if (p == q)
            area = (int) (5 * Math.sqrt(p) + 1);
        else
            area = p * q / 2;
        return area;
    }
}","def rombus_area(p,q):
  area=(p*q)/2
  return area"
815," sort the given list without using any sorting algorithm. the given list consists of only 0, 1, and 2.","import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SortByDnf {
    /**
     * * Write a function to sort the given array without using any sorting algorithm. the given array consists of only 0, 1, and 2.
     *
     * > sortByDnf([1, 2, 0, 1, 0, 1, 2, 1, 1], 9)
     * [0, 0, 1, 1, 1, 1, 1, 2, 2]
     * > sortByDnf([1, 0, 0, 1, 2, 1, 2, 2, 1, 0], 10)
     * [0, 0, 0, 1, 1, 1, 1, 2, 2, 2]
     * > sortByDnf([2, 2, 1, 0, 0, 0, 1, 1, 2, 1], 10)
     * [0, 0, 0, 1, 1, 1, 1, 2, 2, 2]
     */
    public static List<Integer> sortByDnf(List<Integer> arr, int n) {
if (n <= 0) {
            return Collections.emptyList();
        }
        List<Integer> result = new ArrayList<>();
        if (arr.size() == 0) {
            return result;
        }
        int minIndex = Integer.MAX_VALUE;
        for (int i = 0; i < arr.size(); i++) {
            if (arr.get(i) < minIndex) {
                minIndex = arr.get(i);
            }
        }
        Collections.sort(arr, new Comparator<Integer>() {
            @Override
            public int compare(Integer a, Integer b) {
                return a - b;
            }
        });
        for (int i = 0; i < n; i++) {
            result.add(arr.get(i));
        }
        return result;
    }
}","def sort_by_dnf(arr, n):
  low=0
  mid=0
  high=n-1
  while mid <= high:
    if arr[mid] == 0:
      arr[low], arr[mid] = arr[mid], arr[low]
      low = low + 1
      mid = mid + 1
    elif arr[mid] == 1:
      mid = mid + 1
    else:
      arr[mid], arr[high] = arr[high], arr[mid]
      high = high - 1
  return arr"
817, find numbers divisible by m or n from a list of numbers using lambda function.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class DivOfNums {
    /**
     * * Write a function to find numbers divisible by m or n from a list of numbers using lambda function.
     *
     * > divOfNums([19, 65, 57, 39, 152, 639, 121, 44, 90, 190], 19, 13)
     * [19, 65, 57, 39, 152, 190]
     * > divOfNums([1, 2, 3, 5, 7, 8, 10], 2, 5)
     * [2, 5, 8, 10]
     * > divOfNums([10, 15, 14, 13, 18, 12, 20], 10, 5)
     * [10, 15, 20]
     */
    public static List<Integer> divOfNums(List<Integer> nums, int m, int n) {
ArrayList<Integer> numsList = new ArrayList<Integer>();
        for (int i = 0; i < nums.size(); i++) {
            if (nums.get(i) % m == 0 || nums.get(i) % n == 0) {
                numsList.add(nums.get(i));
            }
        }
        return numsList;
    }
}","def div_of_nums(nums,m,n):
 result = list(filter(lambda x: (x % m == 0 or x % n == 0), nums)) 
 return result"
818,Count lower case letters in a given string.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LowerCtr {
    /**
     * *  count lower case letters in a given string.
     *
     * > lowerCtr(""abc"")
     * 3
     * > lowerCtr(""string"")
     * 6
     * > lowerCtr(""Python"")
     * 5
     */
    public static int lowerCtr(String str) {
int count = 0;
        for (int i = 0; i < str.length(); i++) {
            if (Character.isLowerCase(str.charAt(i))) {
                count++;
            }
        }
        return count;
    }
}","def lower_ctr(str):
      lower_ctr= 0
      for i in range(len(str)):
          if str[i] >= 'a' and str[i] <= 'z': lower_ctr += 1     
      return  lower_ctr"
819, count the frequency of consecutive duplicate elements in a given list of numbers.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CountDuplic {
    /**
     * * Write a function to count the frequency of consecutive duplicate elements in a given list of numbers.
     *
     * > countDuplic([1, 2, 2, 2, 4, 4, 4, 5, 5, 5, 5])
     * [[1, 2, 4, 5], [1, 3, 3, 4]]
     * > countDuplic([2, 2, 3, 1, 2, 6, 7, 9])
     * [[2, 3, 1, 2, 6, 7, 9], [2, 1, 1, 1, 1, 1, 1]]
     * > countDuplic([2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12])
     * [[2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]
     */
    public static List<List<Integer>> countDuplic(List<Integer> lists) {
List<List<Integer>> result = new ArrayList<>();
        if (lists == null || lists.size() == 0) {
            return result;
        }
        List<Integer> element = new ArrayList<>();
        List<Integer> frequency = new ArrayList<>();
        int running_count = 1;
        for (int i = 0; i < lists.size() - 1; i++) {
            if (lists.get(i) == lists.get(i + 1)) {
                running_count += 1;
            } else {
                frequency.add(running_count);
                element.add(lists.get(i));
                running_count = 1;
            }
        }
        frequency.add(running_count);
        element.add(lists.get(lists.size() - 1));
        result.add(element);
        result.add(frequency);
        return result;
    }
}","def count_duplic(lists):
    element = []
    frequency = []
    if not lists:
        return element
    running_count = 1
    for i in range(len(lists)-1):
        if lists[i] == lists[i+1]:
            running_count += 1
        else:
            frequency.append(running_count)
            element.append(lists[i])
            running_count = 1
    frequency.append(running_count)
    element.append(lists[i+1])
    return element,frequency
"
820, check whether the given month number contains 28 days or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckMonthnumNumber {
    /**
     * * Write a function to check whether the given month number contains 28 days or not.
     *
     * > checkMonthnumNumber(2)
     * true
     * > checkMonthnumNumber(1)
     * false
     * > checkMonthnumNumber(3)
     * false
     */
    public static Boolean checkMonthnumNumber(int monthnum1) {
switch (monthnum1) {
            case 2:
            case 4:
            case 6:
            case 9:
            case 11:
                return true;
            default:
                return false;
        }
    }
}","def check_monthnum_number(monthnum1):
  if monthnum1 == 2:
    return True
  else:
    return False"
821, merge two dictionaries into a single expression.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class MergeDictionaries {
    /**
     * * Write a function to merge two dictionaries into a single expression.
     *
     * > mergeDictionaries({""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink""}, {""G"": ""Green"", ""W"": ""White""})
     * {""B"": ""Black"", ""R"": ""Red"", ""P"": ""Pink"", ""G"": ""Green"", ""W"": ""White""}
     * > mergeDictionaries({""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink""}, {""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black""})
     * {""O"": ""Orange"", ""P"": ""Pink"", ""B"": ""Black"", ""W"": ""White"", ""R"": ""Red""}
     * > mergeDictionaries({""G"": ""Green"", ""W"": ""White""}, {""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black""})
     * {""W"": ""White"", ""O"": ""Orange"", ""G"": ""Green"", ""B"": ""Black""}
     */
    public static HashMap<String, String> mergeDictionaries(HashMap<String, String> dict1, HashMap<String, String> dict2) {
HashMap<String, String> merged = new HashMap<>();
        for (Map.Entry<String, String> entry : dict1.entrySet()) {
            merged.put(entry.getKey(), entry.getValue());
        }
        for (Map.Entry<String, String> entry : dict2.entrySet()) {
            merged.put(entry.getKey(), entry.getValue());
        }
        return merged;
    }
}","import collections as ct
def merge_dictionaries(dict1,dict2):
    merged_dict = dict(ct.ChainMap({}, dict1, dict2))
    return merged_dict"
